NOMBRE_TUI;CATEGORIA_TUI;DIRECCION_TUI;LATITUD_TUI;LONGITUD_TUI;DESCRIPCION_TUI;WEBSITE;TELEFONO;HORARIO;Categoria_1;Categoria_2;Categoria_3
Data Finder Formación y Apoyo Escolar;hoteles;Calle Vistalegre, 51 28270 Colmenarejo, Spain;4056069;-401984;;http://www.datafinder.es/;918 58 93 68;Monday: 12:00?–?8:00?PM | Tuesday: 12:00?–?8:00?PM | Wednesday: 12:00?–?8:00?PM | Thursday: 12:00?–?8:00?PM | Friday: 12:00?–?6:00?PM | Saturday: Closed | Sunday: Closed;;;
Termopanel;hoteles;Calle Faisán, 12 28270 Colmenarejo, Spain;4055399;-402442;;;918 42 50 23;;;;
La Cajita de Música (T4 S.L.);hoteles;Carretera de Valdemorillo, 56 28270 Colmenarejo, Spain;4056053;-401953;;http://www.lacajitademusica.com/;918 42 45 31;Monday: 9:00?AM?–?10:00?PM | Tuesday: 9:00?AM?–?10:00?PM | Wednesday: 9:00?AM?–?10:00?PM | Thursday: 9:00?AM?–?10:00?PM | Friday: 9:00?AM?–?10:00?PM | Saturday: 10:00?AM?–?11:00?PM | Sunday: 10:00?AM?–?2:00?PM;;;
El Paraíso;hoteles;,  28210 El Paraíso, Spain;4052663;-406316;;;;;;;
ORGANIZA ADVISORS, S.L.;hoteles;Calle Vistalegre, 54 28270 Colmenarejo, Spain;4056108;-401962;;https://www.organiza.es/;629 24 78 48;Monday: 9:00?AM?–?2:00?PM, 4:00?–?7:00?PM | Tuesday: 9:00?AM?–?2:00?PM, 4:00?–?7:00?PM | Wednesday: 9:00?AM?–?2:00?PM, 4:00?–?7:00?PM | Thursday: 9:00?AM?–?2:00?PM, 4:00?–?7:00?PM | Friday: 9:00?AM?–?2:00?PM, 4:00?–?7:00?PM | Saturday: Closed | Sunday: Closed;;;
Aeja global services;hoteles;Calle de la Encina, 3 28270 Colmenarejo, Spain;4055525;-401671;;http://www.aeja.es/;911 26 21 58;Monday: 9:00?AM?–?5:00?PM | Tuesday: 9:00?AM?–?5:00?PM | Wednesday: 9:00?AM?–?5:00?PM | Thursday: 9:00?AM?–?5:00?PM | Friday: 9:00?AM?–?5:00?PM | Saturday: Closed | Sunday: Closed;;;
Supermercado La Despensa Express;hoteles;Calle de la Chaparra, 2 28270 Colmenarejo, Spain;4056035;-401892;;https://la-despensa-de-colmenarejo.company.site/;918 42 32 75;Monday: 9:00?AM?–?9:00?PM | Tuesday: 9:00?AM?–?9:00?PM | Wednesday: 9:00?AM?–?9:00?PM | Thursday: 9:00?AM?–?9:00?PM | Friday: 9:00?AM?–?9:00?PM | Saturday: 9:00?AM?–?9:00?PM | Sunday: 9:00?AM?–?2:00?PM;;;
DoingShow;hoteles;Avenida de las Flores, 38 28210 El Paraíso, Spain;4052577;-406326;;https://doingshow.com/;679 53 73 77;Monday: 9:00?AM?–?6:00?PM | Tuesday: 9:00?AM?–?6:00?PM | Wednesday: 9:00?AM?–?6:00?PM | Thursday: 9:00?AM?–?6:00?PM | Friday: 9:00?AM?–?6:00?PM | Saturday: Closed | Sunday: Closed;;;
Cityconstruct Proyectos y Edificaciones Sl;hoteles;Calle del Prado Ibarra, 12 28270 Colmenarejo, Spain;4055578;-401621;;https://cityconstructedificaciones.es/;918 58 15 57;Monday: 8:00?AM?–?8:00?PM | Tuesday: 8:00?AM?–?8:00?PM | Wednesday: 8:00?AM?–?8:00?PM | Thursday: 8:00?AM?–?8:00?PM | Friday: 8:00?AM?–?8:00?PM | Saturday: 8:00?AM?–?8:00?PM | Sunday: Closed;;;
Arentia Consultores;hoteles;Calle Vistalegre, 46 28270 Colmenarejo, Spain;4056160;-401869;;;918 42 45 28;Monday: 9:00?AM?–?2:00?PM | Tuesday: 9:00?AM?–?2:00?PM | Wednesday: 9:00?AM?–?2:00?PM | Thursday: 9:00?AM?–?2:00?PM | Friday: 9:00?AM?–?2:00?PM | Saturday: Closed | Sunday: Closed;;;
Indra Sistemas;hoteles;Calle Vistalegre, 27 28270 Colmenarejo, Spain;4056145;-401859;;;;;;;
Teatro Colmenarejo;hoteles;Calle Campana, 5 28270 Colmenarejo, Spain;4055976;-401752;;;;;;;
WEB DE LA ASOCIACION DE VECINOS DE LA URBANIZACION EL PARAISO;hoteles;Avenida del Valle, 9 28210 El Paraíso, Spain;4052440;-405967;;;918 97 78 19;;;;
Fisioterapia Colmenarejo;hoteles;Calle Praofuentes, 10 28270 Colmenarejo, Spain;4055853;-401676;;http://www.fisioterapiagalapagar.es/;649 14 13 85;Monday: 9:30?AM?–?1:30?PM, 4:30?–?7:00?PM | Tuesday: 9:30?AM?–?1:30?PM, 4:30?–?7:00?PM | Wednesday: 9:30?AM?–?1:30?PM, 4:30?–?7:00?PM | Thursday: 9:30?AM?–?1:30?PM, 4:30?–?7:00?PM | Friday: 9:30?AM?–?1:30?PM, 4:30?–?7:00?PM | Saturday: Closed | Sunday: Closed;;;
Banco Santander Agentes;hoteles;Carretera de Valdemorillo, 24 28270 Colmenarejo, Spain;4056083;-401793;;http://www.bancosantander.es/;913 70 39 97;Monday: 8:30?AM?–?2:30?PM | Tuesday: 8:30?AM?–?2:30?PM | Wednesday: 8:30?AM?–?2:30?PM | Thursday: 8:30?AM?–?2:30?PM | Friday: 8:30?AM?–?2:30?PM | Saturday: Closed | Sunday: Closed;;;
Medios Económico y Jurídicos;hoteles;Travesía de la Revuelta, Nº6 28270 Colmenarejo, Spain;4056118;-401807;;http://mediosmadrid.com/;608 63 18 24;Monday: 10:00?AM?–?2:00?PM, 5:00?–?7:00?PM | Tuesday: 10:00?AM?–?2:00?PM, 5:00?–?7:00?PM | Wednesday: 10:00?AM?–?2:00?PM, 5:00?–?7:00?PM | Thursday: 10:00?AM?–?2:00?PM, 5:00?–?7:00?PM | Friday: 10:00?AM?–?2:00?PM | Saturday: Closed | Sunday: Closed;;;
Unicol, C.B.;hoteles;Calle Campana, nº1 28270 Colmenarejo, Spain;4056031;-401747;;;659 65 94 88;;;;
Urbanizacion Bellavista;hoteles;Calle Praofuentes,  28270 Colmenarejo, Spain;4055895;-401671;;;;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
Peluquería Rebecca Ramos;hoteles;Carretera de Valdemorillo, 22 28270 Colmenarejo, Spain;4056090;-401767;;https://peluqueriarebeccaramos.sedinfo.es/;912 79 50 11;Monday: Closed | Tuesday: 10:00?AM?–?7:00?PM | Wednesday: 10:00?AM?–?7:00?PM | Thursday: 10:00?AM?–?7:00?PM | Friday: 10:00?AM?–?7:00?PM | Saturday: 10:00?AM?–?2:00?PM | Sunday: Closed;;;
Ladera lago 1;hoteles;,  28210 Colmenarejo, Spain;4055643;-405351;;;;;;;
Ctra.M510-Embalse Valmayor;hoteles;,  28270 , Spain;4054146;-404558;;;;;;;
Ctra.M510-Centro de Trabajo Valmayor;hoteles;,  28270 , Spain;4054129;-404542;;;;;;;
Sports Field;hoteles;,  28270 , Spain;4054543;-403895;;;;;;;
Valmayor Reservoir;hoteles;,  28210 Valdemorillo, Spain;4054085;-405512;;;;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
ESCUELA DE VELA CANAL DE ISABEL II;hoteles;,  28270 Colmenarejo, Spain;4054006;-404870;;;;;;;
Retratos Tronki;hoteles;M-510,  28270 Colmenarejo, Spain;4054399;-403563;;https://retratostronki.es/;;Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: 10:00?AM?–?2:00?PM | Sunday: 10:00?AM?–?2:00?PM;;;
Presa de Valmayor;hoteles;M-510,  28270 , Spain;4053700;-404725;;;;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
La roca;hoteles;Diseminado Peñarrubia, 11 28270 Madrid, Spain;4056216;-404104;;;;;;;
Mirador de Peñarubia;hoteles;,  28270 Colmenarejo, Spain;4056219;-404103;;;;;;;
Pinus Pinaster de Peñarrubia;hoteles;Calle del Alberche,  28270 Colmenarejo, Spain;4056055;-403787;;https://arbolessingularesdelacomunidad.jimdofree.com/por-municipios/colmenarejo/;;;;;
Puente del Zarzalon o de los Buzones.;hoteles;,  28210 , Spain;4054557;-406752;;;;;;;
Las Ras;hoteles;,  28210 Madrid, Spain;4056386;-405696;;;;;;;
Lago Martín;hoteles;,  28210 Valdemorillo, Spain;4053471;-404367;;;;;;;
Jequitiba Taller de Creación;hoteles;Calle camino rey, 2 28270 Colmenarejo, Spain;4056382;-403767;;;630 16 44 32;Monday: 9:00?AM?–?9:00?PM | Tuesday: 9:00?AM?–?9:00?PM | Wednesday: 9:00?AM?–?9:00?PM | Thursday: 9:00?AM?–?9:00?PM | Friday: 9:00?AM?–?9:00?PM | Saturday: 9:00?AM?–?9:00?PM | Sunday: 9:00?AM?–?3:00?PM;;;
Tiny house;hoteles;Calle Navarrondilla, 2 28270 Colmenarejo, Spain;4055191;-402723;;;;;;;
accesorios para tu cocina;hoteles;Prado de Silva, 20 28210 La Pizarrera, Spain;4054693;-407301;;http://www.accesoriosparatucocina.es/contactenos;600 44 96 82;Monday: 10:00?AM?–?8:00?PM | Tuesday: 10:00?AM?–?8:00?PM | Wednesday: 10:00?AM?–?8:00?PM | Thursday: 10:00?AM?–?8:00?PM | Friday: 10:00?AM?–?8:00?PM | Saturday: 10:00?AM?–?8:00?PM | Sunday: Closed;;;
Valmayor - The Pizarrera;hoteles;Prado de Silva, 2 28210 Valdemorillo, Spain;4055150;-407399;;;;;;;
WORLD PREMIUM S.L.;hoteles;Calle Navarrondilla, 17 28270 Colmenarejo, Spain;4055280;-402605;;;916 26 63 22;;;;
Club social La PIZARRERA;hoteles;Calle Río Cinca, 13 28210 La Pizarrera, Spain;4054815;-407479;;;;;;;
Playa Valmayor;hoteles;M-510, 71 28270 Colmenarejo, Spain;4053105;-404749;;;;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
Club de Campo;hoteles;,  28270 Colmenarejo, Spain;4056114;-402900;;;;;;;
Parque de La pizarrera;hoteles;Calle Colmenar, 1 28210 La Pizarrera, Spain;4054802;-407551;;;;;;;
Carpintería Randín;hoteles;Calle Faisán, 12 28270 Colmenarejo, Spain;4055399;-402442;;http://www.randin.es/;918 42 50 23;;;;
La Piedra de Darío;parque;,  28270 Madrid, Spain;4056700;-403376;;;;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
La silla de Darío;parque;,  28270 Colmenarejo, Spain;4056705;-403384;;;;;;;
Pantano Valmayor;parque;Avenida de las Flores,  28210 El Paraíso, Spain;4053004;-406011;;;;;;;
Cotero Lasras;parque;,  28210 Valdemorillo, Spain;4056594;-406911;;;;;;;
Fuente Del Conejo Park;parque;Calle Gamo, 16 28270 Colmenarejo, Spain;4055379;-402184;;;;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
Urbaser Parque De Maquinaria Colmenarejo;parque;Calle Gamo,  28270 Colmenarejo, Spain;4055427;-402098;;;;;;;
Puesto 9;parque;,  28210 La Pizarrera, Spain;4055221;-408025;;;;;;;
Senda de Colmenarejo a Las Zorreras y San Yago;parque;,  28270 Colmenarejo, Spain;4056986;-403138;;;;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
Quirogas Park;parque;Calle las Blascas, 37 28270 Colmenarejo, Spain;4055615;-401870;;;;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
Camino del embalse Valmayor;parque;,  28270 Madrid, Spain;4057357;-404021;;;;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
Quirogas Park;parque;Calle las Blascas, 8 28270 Colmenarejo, Spain;4055655;-401839;;;;;;;
Bolera de bolo palma;parque;,  28210 El Paraíso, Spain;4052663;-406316;;;;;;;
CDE Aeromodelismo Las Abejas;parque;,  28210 Colmenarejo, Spain;4056869;-402665;;https://www.lasabejas.club/;;Monday: 8:00?AM?–?8:00?PM | Tuesday: 8:00?AM?–?8:00?PM | Wednesday: 8:00?AM?–?8:00?PM | Thursday: 8:00?AM?–?8:00?PM | Friday: 8:00?AM?–?8:00?PM | Saturday: 8:00?AM?–?8:00?PM | Sunday: 8:00?AM?–?8:00?PM;;;
Fuente Del Caño Park;parque;Camino de la Nava,  28270 Colmenarejo, Spain;4054699;-401538;;;;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
Asador valentin s.l;restaurante;Calle de la Revuelta, 5 28270 Colmenarejo, Spain;4056141;-401792;;;919 12 58 76;;;;
El Trece Restaurante & Cafe;restaurante;Calle de la Revuelta, 5 28270 Colmenarejo, Spain;4056141;-401792;;;918 49 62 69;Monday: Closed | Tuesday: 9:30?AM?–?12:30?AM | Wednesday: 9:30?AM?–?12:30?AM | Thursday: 9:30?AM?–?12:30?AM | Friday: 9:30?AM?–?1:00?AM | Saturday: 12:00?PM?–?1:00?AM | Sunday: 12:00?PM?–?12:30?AM;;;
Biblioteca Pública Municipal de Colmenarejo.;bibliotecas;Calle de la Inmaculada, 2 28270 Colmenarejo, Spain;4055980;-401753;;;918 58 90 72;Monday: 10:00?AM?–?1:00?PM, 5:00?–?8:00?PM | Tuesday: 10:00?AM?–?1:00?PM, 5:00?–?8:00?PM | Wednesday: 10:00?AM?–?1:00?PM, 5:00?–?8:00?PM | Thursday: 10:00?AM?–?1:00?PM, 5:00?–?8:00?PM | Friday: 10:00?AM?–?1:00?PM, 5:00?–?8:00?PM | Saturday: Closed | Sunday: Closed;;;
Ermita De Nuestra Señora De La Soledad;iglesias;,  28270 Colmenarejo, Spain;4056906;-403235;;;918 58 91 52;;;;
Las Rozas de Madrid;hoteles;,   Las Rozas de Madrid, Spain;4049531;-387847;;;;;;;
Riosalud - Residencia Tercera Edad;hoteles;Calle Camino Real, 2 28230 Las Rozas de Madrid, Spain;4053207;-394332;;;916 30 20 13;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
Colegio Logos International - privado en Las Rozas;hoteles;Calle Sacre, 2 28232 Las Rozas de Madrid, Spain;4053717;-394248;;http://www.logosinternationalschool.es/;916 30 34 94;Monday: 7:30?AM?–?6:00?PM | Tuesday: 7:30?AM?–?6:00?PM | Wednesday: 7:30?AM?–?6:00?PM | Thursday: 7:30?AM?–?6:00?PM | Friday: 7:30?AM?–?6:00?PM | Saturday: Closed | Sunday: Closed;;;
Molino de la Hoz;hoteles;Calle Camino Real, 1 28232 Las Rozas de Madrid, Spain;4053436;-394209;;;916 30 30 33;Monday: 12:00?–?5:00?PM | Tuesday: 12:00?–?5:00?PM | Wednesday: 12:00?–?5:00?PM | Thursday: 12:00?–?5:00?PM | Friday: 12:00?PM?–?1:30?AM | Saturday: 12:00?PM?–?1:30?AM | Sunday: 12:00?–?5:00?PM;;;
Farmacia Molino de la Hoz;hoteles;Calle Camino Real, 1 28232 Las Rozas de Madrid, Spain;4053459;-394193;;;916 30 43 15;Monday: 9:30?AM?–?2:00?PM, 5:00?–?8:45?PM | Tuesday: 9:30?AM?–?2:00?PM, 5:00?–?8:45?PM | Wednesday: 9:30?AM?–?2:00?PM, 5:00?–?8:45?PM | Thursday: 9:30?AM?–?2:00?PM, 5:00?–?8:45?PM | Friday: 9:30?AM?–?2:00?PM, 5:00?–?8:45?PM | Saturday: 10:00?AM?–?2:00?PM | Sunday: Closed;;;
Artificial Lawn adt Madrid;hoteles;Calle Sacre, 23 28232 Las Rozas de Madrid, Spain;4054087;-394519;;https://www.adt-cespedartificial.es/;639 13 05 64;Monday: 9:00?AM?–?7:00?PM | Tuesday: 9:00?AM?–?7:00?PM | Wednesday: 9:00?AM?–?7:00?PM | Thursday: 9:00?AM?–?7:00?PM | Friday: 9:00?AM?–?7:00?PM | Saturday: Closed | Sunday: Closed;;;
Alpinistas con Cáncer;hoteles;Calle Cigorgo, 2 28232 Las Rozas de Madrid, Spain;4053811;-394346;;http://alpinistasconcancer.org/;638 07 32 23;;;;
SiAseguro;hoteles;,  28232 Las Rozas de Madrid, Spain;4053941;-393746;;;618 98 38 71;Monday: 9:00?AM?–?3:00?PM | Tuesday: 9:00?AM?–?3:00?PM | Wednesday: 9:00?AM?–?3:00?PM | Thursday: 9:00?AM?–?3:00?PM | Friday: 9:00?AM?–?3:00?PM | Saturday: Closed | Sunday: Closed;;;
Avantadi, S.L.;hoteles;Calle Aguila Real, 5 28232 Las Rozas de Madrid, Spain;4054196;-393371;;http://avantadi.com/;609 15 36 75;;;;
Colegio Berriz Las Rozas;hoteles;Calle Camino Real, 3 28232 Las Rozas de Madrid, Spain;4053683;-394106;;https://colegioberriz.com/;916 30 37 33;Monday: 8:00?AM?–?5:00?PM | Tuesday: 8:00?AM?–?5:00?PM | Wednesday: 8:00?AM?–?5:00?PM | Thursday: 8:00?AM?–?5:00?PM | Friday: 8:00?AM?–?5:00?PM | Saturday: Closed | Sunday: Closed;;;
la tortilla de mama;hoteles;,  28230 Las Rozas de Madrid, Spain;4053467;-394176;;http://latortillademama.es/;636 00 56 12;Monday: 8:00?AM?–?12:00?AM | Tuesday: 8:00?AM?–?12:00?AM | Wednesday: 8:00?AM?–?12:00?AM | Thursday: 8:00?AM?–?12:00?AM | Friday: 8:00?AM?–?12:00?AM | Saturday: 8:00?AM?–?12:00?AM | Sunday: 8:30?AM?–?12:00?AM;;;
Veterinary Clinic Molino de la Hoz;hoteles;Calle Camino Real, 1 28232 Las Rozas de Madrid, Spain;4053427;-394208;;https://www.clinicaveterinariamh.com/;916 30 48 11;Monday: 10:30?AM?–?2:00?PM, 5:00?–?8:00?PM | Tuesday: 10:30?AM?–?2:00?PM, 5:00?–?8:00?PM | Wednesday: 10:30?AM?–?2:00?PM, 5:00?–?8:00?PM | Thursday: 10:30?AM?–?2:00?PM, 5:00?–?8:00?PM | Friday: 10:30?AM?–?2:00?PM, 5:00?–?8:00?PM | Saturday: Closed | Sunday: Closed;;;
Veterinario de Aves Rapaces Jaime Blanco de Miguel;hoteles;Calle Camino Real, 1 28232 Las Rozas de Madrid, Spain;4053426;-394208;;;669 36 74 44;Monday: 10:30?AM?–?2:00?PM, 5:00?–?8:00?PM | Tuesday: 10:30?AM?–?2:00?PM, 5:00?–?8:00?PM | Wednesday: 10:30?AM?–?2:00?PM, 5:00?–?8:00?PM | Thursday: 10:30?AM?–?2:00?PM, 5:00?–?8:00?PM | Friday: 10:30?AM?–?2:00?PM, 5:00?–?8:00?PM | Saturday: 10:30?AM?–?2:00?PM | Sunday: Closed;;;
Stubai Consultores;hoteles;Calle Azor, 16 28232 Las Rozas de Madrid, Spain;4053357;-393959;;;;;;;
Promociones Jal;hoteles;Calle Gerifalte, 30 28232 Las Rozas de Madrid, Spain;4054312;-392649;;;;;;;
Lakes Park Ikasa;hoteles;Calle Camino Real, 2 bis 28230 Las Rozas de Madrid, Spain;4053090;-394208;;https://ikasa.es/alquiler/ikasa-lagos-park-las-rozas-madrid;915 41 53 03;;;;
Blue Mulata | Creación de eventos 360º;hoteles;Calle Cabo Machichaco, 73 28290 Las Rozas de Madrid, Spain;4054178;-392384;;http://bluemulata.com/;910 37 61 56;Monday: 10:00?AM?–?2:00?PM, 4:00?–?7:00?PM | Tuesday: 10:00?AM?–?2:00?PM, 4:00?–?7:00?PM | Wednesday: 10:00?AM?–?2:00?PM, 4:00?–?7:00?PM | Thursday: 10:00?AM?–?2:00?PM, 4:00?–?7:00?PM | Friday: 10:00?AM?–?3:00?PM | Saturday: Closed | Sunday: Closed;;;
Jfd Consulting;hoteles;Calle Cabo Tarifa, 9 28290 Las Rozas de Madrid, Spain;4053048;-393465;;https://jfdconsulting.net/;916 36 43 94;;;;
Jara Burger;hoteles;Calle Doctor Mingo Alsina, 4 28250 Torrelodones, Spain;4057316;-395457;;http://www.jarahamburgueseria.com/;918 59 49 99;Monday: 1:00?–?4:00?PM, 8:30?–?11:30?PM | Tuesday: 1:00?–?4:00?PM | Wednesday: Closed | Thursday: 1:00?–?4:00?PM, 8:30?–?11:30?PM | Friday: 1:00?–?4:00?PM, 8:30?–?11:30?PM | Saturday: 1:00?–?4:00?PM, 8:30?–?11:30?PM | Sunday: 1:00?–?4:00?PM, 8:30?–?11:30?PM;;;
Roncesvalles;hoteles;,  28260 Roncesvalles, Spain;4056028;-397126;;;;;;;
Canal Rural Agro TV, S.L.;hoteles;Calle Doctor Mingo Alsina, 4 28250 Torrelodones, Spain;4057316;-395457;;https://agrotecnica.online/;919 22 55 59;Monday: 9:00?AM?–?2:30?PM | Tuesday: 9:00?AM?–?2:30?PM | Wednesday: 9:00?AM?–?2:30?PM | Thursday: 9:00?AM?–?2:30?PM | Friday: 9:00?AM?–?2:30?PM | Saturday: Closed | Sunday: 9:00?AM?–?8:00?PM;;;
Flowers in the swing;hoteles;Calle Murcia, 2 28250 Torrelodones, Spain;4057309;-394676;;http://www.floresenelcolumpio.com/;657 53 12 61;Monday: 10:00?AM?–?7:00?PM | Tuesday: 10:00?AM?–?7:00?PM | Wednesday: 10:00?AM?–?7:00?PM | Thursday: 10:00?AM?–?7:00?PM | Friday: 10:00?AM?–?7:00?PM | Saturday: 10:00?AM?–?2:00?PM | Sunday: Closed;;;
Starbuck Finance SL;hoteles;Calle Cabo la Nao, 2 28290 Las Rozas de Madrid, Spain;4053756;-392372;;http://mclcliment.wix.com/starbuck;916 30 19 80;Monday: 9:00?AM?–?2:00?PM, 3:00?–?6:00?PM | Tuesday: 9:00?AM?–?2:00?PM, 3:00?–?6:00?PM | Wednesday: 9:00?AM?–?2:00?PM, 3:00?–?6:00?PM | Thursday: 9:00?AM?–?2:00?PM, 3:00?–?6:00?PM | Friday: 9:00?AM?–?2:00?PM, 3:00?–?6:00?PM | Saturday: Closed | Sunday: Closed;;;
Entrenador Personal Las Rozas;hoteles;Calle Cabo Higuer, 1 28290 Las Rozas de Madrid, Spain;4053964;-392247;;http://www.tusclasesparticulares.com/profesores/madrid/entrenador-personal-preparador-fisico-buen-precio-991613;645 81 33 32;Monday: 8:00?AM?–?8:00?PM | Tuesday: 8:00?AM?–?8:00?PM | Wednesday: 8:00?AM?–?8:00?PM | Thursday: 8:00?AM?–?8:00?PM | Friday: 8:00?AM?–?8:00?PM | Saturday: Closed | Sunday: Closed;;;
Newiscom Sl;hoteles;Calle Nuestra Señora del Carmen, 11 28250 Torrelodones, Spain;4057388;-394820;;;;;;;
AXA Seguros;hoteles;Calle Pº. de J. Carlos Ureta Saorin, 3D 28250 Torrelodones, Spain;4057189;-393721;;https://www.axa.es/oficina/agencia-seguros-indea-diversity_Njk4MTUz?utm_source=google&utm_medium=mybusiness&utm_campaign=home;917 29 00 20;;;;
Hemeroscopium House;hoteles;Calle Cabo Candelaria, 9B 28290 Las Rozas de Madrid, Spain;4053977;-392121;;http://www.ensamble.info/;(617) 505-4585;;;;
La Casa del Baobab;hoteles;Calle Miralprado, 12 28250 La Estación, Spain;4057421;-395183;;http://www.lacasadelbaobab.org/;647 47 60 75;Monday: 8:30?AM?–?4:00?PM | Tuesday: 8:30?AM?–?4:00?PM | Wednesday: 8:30?AM?–?4:00?PM | Thursday: 8:30?AM?–?4:00?PM | Friday: 8:30?AM?–?4:00?PM | Saturday: Closed | Sunday: Closed;;;
Alexander Technique;hoteles;Calle Cayetano García, 1 28250 Torrelodones, Spain;4057408;-395480;;;605 29 79 59;;;;
Luxiderma;hoteles;Paseo de Pascual Saorín, 19 28250 Torrelodones, Spain;4057282;-393742;;http://luxiderma.es/;;;;;
Club Patinaje Torrelodones;hoteles;Calle Vicente Téllez, 15I 28250 Torrelodones, Spain;4057486;-394929;;http://clubpatinajetorrelodones.com/;657 36 61 93;Monday: 5:30?–?7:30?PM | Tuesday: 5:30?–?8:30?PM | Wednesday: 5:30?–?7:30?PM | Thursday: 5:30?–?8:30?PM | Friday: 5:30?–?6:30?PM | Saturday: Closed | Sunday: 12:00?–?2:00?PM;;;
Activate Pilates;hoteles;Calle Javier García de Leániz, 50 28250 Torrelodones, Spain;4057475;-395400;;http://activatepilates.es/;640 11 93 96;Monday: 9:00?AM?–?2:00?PM, 5:00?–?10:00?PM | Tuesday: 9:00?AM?–?9:00?PM | Wednesday: 9:00?AM?–?2:00?PM, 5:00?–?10:00?PM | Thursday: 9:00?AM?–?9:00?PM | Friday: 9:00?AM?–?2:00?PM, 5:00?–?7:00?PM | Saturday: 9:00?AM?–?2:00?PM | Sunday: Closed;;;
DOS;hoteles;Calle Azagador, n. 74 28232 Las Rozas de Madrid, Spain;4053690;-394665;;;699 85 30 99;;;;
silverline golf partner in golf;hoteles;Calle Camino Real, 32 28232 Las Rozas de Madrid, Spain;4053992;-393453;;https://www.silverlinegolf.com/Contacto.html;916 30 21 17;;;;
Colegio Nuestra Señora de Lourdes Torrelodones;hoteles;Calle Nuestra Señora del Carmen, 10 28250 Torrelodones, Spain;4057509;-394882;;https://www.educa2.madrid.org/web/centro.cp.lourdes.torrelodones/index;918 59 22 10;;;;
Finca El Torreón;hoteles;,  28260 Galapagar, Spain;4056397;-397751;;https://www.torreondedonjacinto.es/;918 58 00 39;Monday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Tuesday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Wednesday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Thursday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Friday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Saturday: 10:00?AM?–?2:00?PM | Sunday: Closed;;;
Walker Jaqueti;hoteles;Calle Nuestra Señora de la Almudena, 3 28250 Torrelodones, Spain;4057508;-394742;;;918 59 33 27;;;;
Life2live Torrelodones;hoteles;Calle Nuestra Señora de la Almudena, 3 28250 Torrelodones, Spain;4057508;-394742;;http://www.life2live.es/;652 91 54 41;Monday: 10:00?AM?–?2:00?PM, 4:00?–?9:00?PM | Tuesday: 10:00?AM?–?2:00?PM, 4:00?–?9:00?PM | Wednesday: 10:00?AM?–?2:00?PM, 4:00?–?9:00?PM | Thursday: 10:00?AM?–?2:00?PM, 4:00?–?9:00?PM | Friday: 10:00?AM?–?2:00?PM, 4:00?–?9:00?PM | Saturday: Closed | Sunday: Closed;;;
